znak;znakRank;komb;je OK;ni OK
F5D8;1;03B1+0323+0303;X;
F5D9;1;03B1+0323;X;
F5DB;1;01DF+0301;;X
F5DB;100;0061+0308+0304+0301;;X
F5DC;1;00E6+0302;;x
F5DD;1;028C+0304+0306;;x
F5E1;1;0252+0307;X;
F5E2;1;0252+0308;X;
F5E3;1;0252+0303;x;
F5E4;1;0101+0330;x;
F5E4;100;0061+0330+0304;X;
F5E5;1;00E4+0363;;X
F5E5;100;0061+0308+0363;;x
F5ED;1;00E4+0330;X;
F5ED;100;0061+0330+0308;X;
F5EE;1;01DF+0330;x;
F5EE;100;0061+0330+0308+0304;;X
F5EF;1;0103+0330;X;
F5EF;100;0061+0330+0306;X;
F5F0;1;01DF+0306;;x
F5F0;100;0061+0308+0304+0306;;x
F5F1;1;00E3+0311;;x
F5F1;100;0061+0303+0311;;X
F5F2;1;0105+030A+030F;;x
F5F2;100;0061+0328+030A+030F;;X
F5F4;1;0105+0323+030D;;x
F5F4;100;0061+0328+0323+030D;X;
F5F5;1;0105+0323+030F;X;
F5F5;100;0061+0328+0323+030F;;x
F5F6;1;0105+0323+0300;X;
F5F6;100;0061+0328+0323+0300;;X
F5F7;1;0105+0323+0304;x;
F5F7;100;0061+0328+0323+0304;;X
F5F8;1;0105+0325+0303;;x
F5F8;100;0061+0328+0325+0303;X;
F5F9;1;0105+0325+0311;;X
F5F9;100;0061+0328+0325+0311;X;
F5FB;1;0105+0325+030D;X;
F5FB;100;0061+0328+0325+030D;X;
F5FC;1;0105+0325+030F;;x
F5FC;100;0061+0328+0325+030F;;x
F5FD;1;0105+0325+0304;;X
F5FD;100;0061+0328+0325+0304;X;
F5FE;1;0105+0325+0306;;x
F5FE;100;0061+0328+0325+0306;;X
F600;1;011B+0302;;X
F600;100;0065+030C+0302;;x
F601;1;1EB9+0308+0301;;x
F601;100;0065+0323+0308+0301;;X
F602;1;1EB9+0308;X;
F602;100;0065+0323+0308;X;
F604;1;0117+0306;;X
F604;100;0065+0307+0306;;X
F605;1;0113+0307;;x
F605;100;0065+0304+0307;;X
F606;1;1E1B+0304;x;
F606;100;0065+0330+0304;X;
F607;1;00E8+0303;;x
F607;100;0065+0300+0303;;x
F608;1;0259+0339+0300;X;
F609;1;0259+030F+0303;;x
F60A;1;00E8+0337;;x
F60A;100;0065+0337+0300;X;
F60B;1;0259+0304+0306;;X
F60C;1;0259+0329;X;
F60F;1;0119+0323+030F;;X
F60F;100;0065+0328+0323+030F;;X
F610;1;0119+0323+0300;;x
F610;100;0065+0328+0323+0300;;X
F611;1;0119+0323+0304;;x
F611;100;0065+0328+0323+0304;;X
F612;1;0119+0323+0306;X;
F612;100;0065+0328+0323+0306;X;
F614;1;0119+0323+030C+030D;;x
F614;100;0065+0328+0323+030C+030D;;x
F615;1;0259+0328+0303;x;
F616;1;0259+0328+0311;x;
F618;1;0259+0328+030D;X;
F619;1;0259+0328+030F;x;
F61A;1;0259+0328+0300;;X
F61B;1;0259+0328+0304;x;
F61C;1;0259+0328+0306;X;
F61D;1;0259+0324+0300;;x
F61E;1;0259+0324+0301;X;
F61F;1;0259+0324;X;
F620;1;0254+0308;X;
F621;1;014D+0330;X;
F621;100;006F+0330+0304;x;
F623;1;014F+0300;;X
F623;100;006F+0306+0300;;X
F625;1;00F6+0330;X;
F625;100;006F+0330+0308;;x
F626;1;01EB+0301+0303;;X
F626;100;006F+0328+0301+0303;;x
F627;1;01EB+0303+0311;;X
F627;100;006F+0328+0303+0311;;X
F628;1;0153+0323+0301;;x
F629;1;0153+0323;X;
F62A;1;01EB+0307+0301;;X
F62A;100;006F+0328+0307+0301;;x
F62C;1;022F+0303;;X
F62C;100;006F+0307+0303;;X
F62E;1;022F+0306;;x
F62E;100;006F+0307+0306;;X
F62F;1;022F+030D;;X
F62F;100;006F+0307+030D;;X
F630;1;1ECD+0307+0300;;X
F630;100;006F+0323+0307+0300;;x
F631;1;1ECD+0307+0301;;X
F631;100;006F+0323+0307+0301;;X
F632;1;1ECD+0307+0303;;X
F632;100;006F+0323+0307+0303;;x
F633;1;1ECD+0307+0304;;x
F633;100;006F+0323+0307+0304;;X
F635;1;1ECD+0307+0306;;x
F635;100;006F+0323+0307+0306;;x
F636;1;1ECD+0307+030D;X;
F636;100;006F+0323+0307+030D;;X
F637;1;1ECD+0307+030F;;x
F637;100;006F+0323+0307+030F;;X
F638;1;1ECD+0352;;x
F638;100;006F+0323+0352;X;
F63A;1;00F6+030D;;X
F63A;100;006F+0308+030D;;X
F63B;1;006F+0339+030D;x;
F63C;1;01ED+0323;;X
F63C;100;006F+0328+0323+0304;;X
F63C;101;006F+0328+0323+030D;;x
F63C;2;01EB+0323+030D;;x
F63E;1;0254+032C;X;
F640;1;0281+0325+0301;x;
F641;1;0072+0313;X;
F642;1;0281+0325+0300;;x
F643;1;0281+0301;x;
F645;1;1E5B+030F;x;
F645;100;0072+0323+030F;x;
F646;1;1E5B+0311;;x
F646;100;0072+0323+0311;;x
F647;1;0072+0317;X;
F64F;1;0052+20DE;X;
F650;1;1EA1+030D;X;
F650;100;0061+0323+030D;x;
F652;1;1E01+030D;X;
F652;100;0061+0325+030D;x;
F654;1;0105+030D;x;
F654;100;0061+0328+030D;X;
F655;1;00E1+0303;;X
F655;100;0061+0301+0303;;X
F656;1;00E5+0339+0311;;x
F656;100;0061+0339+030A+0311;;x
F657;1;1E01+030A;x;
F657;100;0061+0325+030A;X;
F658;1;0203+0303;;X
F658;100;0061+0311+0303;;X
F659;1;0203+030A;;x
F659;100;0061+0311+030A;;X
F65A;1;0203+030F;;X
F65A;100;0061+0311+030F;;x
F65B;1;0252+0304;X;
F65C;1;0061+20EF;x;
F65D;1;0203+0303;;X
F65D;100;0061+0311+0303;;X
F65E;1;00E1+030A;;X
F65E;100;0061+0301+030A;;x
F65F;1;0061+0317;X;
F660;1;00E5+032E+0311;;X
F660;100;0061+032E+030A+0311;;x
F661;1;00E3+032D;x;
F661;100;0061+032D+0303;X;
F662;1;00E3+030D;;X
F662;100;0061+0303+030D;;X
F663;1;00E5+0306;;x
F663;100;0061+030A+0306;;X
F670;1;1E00+0303;;x
F670;100;0041+0325+0303;;X
F671;1;1E00+0300;;X
F671;100;0041+0325+0300;;X
F672;1;1E00+0304;;x
F672;100;0041+0325+0304;;X
F673;1;1E00+0306;;X
F673;100;0041+0325+0306;;X
F674;1;0104+0303;X;
F674;100;0041+0328+0303;X;
F675;1;0104+0311;;x
F675;100;0041+0328+0311;;X
F676;1;0104+030F;;X
F676;100;0041+0328+030F;;X
F677;1;0104+0300;;x
F677;100;0041+0328+0300;;x
F678;1;0104+0304;;X
F678;100;0041+0328+0304;;x
F679;1;0104+0306;;X
F679;100;0041+0328+0306;;X
F680;1;0118+0311;;X
F680;100;0045+0328+0311;;X
F681;1;0118+030F;;X
F681;100;0045+0328+030F;;X
F682;1;0118+0300;;x
F682;100;0045+0328+0300;;x
F683;1;0118+0304;;x
F683;100;0045+0328+0304;;X
F684;1;0118+0306;;X
F684;100;0045+0328+0306;;X
F685;1;018E+0311;;X
F686;1;0045+0339;x;
F687;1;1EBC+0301;;X
F687;100;0045+0303+0301;;x
F688;1;0116+0301;;X
F688;100;0045+0307+0301;;X
F689;1;0116+0300;;x
F689;100;0045+0307+0300;;X
F68A;1;1E18+0301;;X
F68A;100;0045+032D+0301;;x
F68B;1;0045+032C;X;
F68E;1;1E19+0304+0303;;x
F68E;100;0065+032D+0304+0303;;x
F68F;1;1EBD+0311;;X
F68F;100;0065+0303+0311;;x
F690;1;0117+0339;X;
F690;100;0065+0339+0307;x;
F691;1;0207+0325;X;
F691;100;0065+0325+0311;X;
F692;1;0065+0325+0339;;X
F693;1;1E19+0339+0311;;x
F693;100;0065+032D+0339+0311;;x
F694;1;0207+0307;;X
F694;100;0065+0311+0307;;X
F695;1;00E9+032C;x;
F695;100;0065+032C+0301;X;
F696;1;0258+0328;x;
F697;1;0259+0311+030F;;X
F697;1;0259+0311+030F;;X
F698;1;0065+032C+0352;x;
F699;1;0065+0317;X;
F69A;1;0259+0316;x;
F69B;1;1EB9+0311+0303;;X
F69B;100;0065+0323+0311+0303;;X
F69C;1;025B+0324+0308;X;
F69D;1;0065+0339+030B;X;
F69E;1;0115+0306;;X
F69E;100;0065+0306+0306;;x
F69F;1;011B+030C;;X
F69F;100;0065+030C+030C;;X
F6A0;1;00F3+032C;X;
F6A0;100;006F+032C+0301;;X
F6A1;1;014D+0337+0306;;x
F6A1;100;006F+0337+0304+0306;;x
F6A2;1;01EB+0337;;x
F6A2;100;006F+0337+0328;;x
F6A3;1;020F+0339+032D;;X
F6A3;100;006F+0339+032D+0311;;x
F6A5;1;020F+0339+0303;;x
F6A5;100;006F+0339+0311+0303;;x
F6A6;1;006F+0317;X;
F6A7;1;0153+0308;;x
F6A8;1;006F+0335+0324;;X
F6A9;1;0153+0324+0308;;X
F6AA;1;014F+030F;;x
F6AA;100;006F+0306+030F;;X
F6AB;1;01D2+030F;;X
F6AB;100;006F+030C+030F;;X
F6AC;1;006F+0337+030D;X;
F6AD;1;1ECD+0304+0311;;x
F6AD;100;006F+0323+0304+0311;;X
F6AE;1;0153+0323+0304+0301;;x
F6AF;1;1ECC+030D;;X
F6AF;100;004F+0323+030D;;X
F6B0;1;0252+031D;X;
F6B1;1;0201+0324;x;
F6B1;100;0061+0324+030F;x;
F6B2;1;1E01+030B;X;
F6B2;100;0061+0325+030B;X;
F6B3;1;00E4+030D;;X
F6B3;100;0061+0308+030D;;x
F6B5;1;1E01+0308+0311;;X
F6B5;100;0061+0325+0308+0311;;x
F6B7;1;1E01+0308+0301;;X
F6B7;100;0061+0325+0308+0301;;X
F6B8;1;0061+0326;X;
F6B9;1;0101+0306+0301;;x
F6B9;100;0061+0304+0306+0301;;X
F6C0;1;1EB9+0304+0300;;X
F6C0;100;0065+0323+0304+0300;;X
F6C1;1;0119+030C+030B;;X
F6C1;100;0065+0328+030C+030B;;x
F6C2;1;0065+0316;X;
F6C3;1;0113+032C+0303;X;
F6C3;100;0065+032C+0304+0303;;X
F6C5;1;1EB9+0304+0306;;X
F6C5;100;0065+0323+0304+0306;;x
F6C6;1;1EB9+0306+0301;;X
F6C6;100;0065+0323+0306+0301;;X
F6C7;1;00EB+0325+030F;;x
F6C7;100;0065+0325+0308+030F;;X
F6C8;1;025B+0304+0303;;x
F6C9;1;0454+0313;;x
F6CA;1;0065+030A+0301;;x
F6CB;1;0454+0325+0301;x;
F6D0;1;0153+0307;;
F700;1;1E93+0307;X;
F700;100;007A+0323+0307;;x
F701;1;007A+032A;X;
F7F0;1;0064+035C+007A;X;
F7F1;1;0064+035C+017E;x;
F7F1;100;0064+035C+007A+030C;x;
F7F2;1;0074+035C+0161;x;
F7F2;100;0074+035C+0073+030C;X;
